Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251467509,25002001,02/07/2025,02-February,6-Friday,06:23,0600 Hours,District 1 (Central),,TAMA,US 30,US 30 W,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Other,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,2,Westbound (WB),POINT (-92.60452777442 41.986536321194)
20251467476,25-001296,02/07/2025,02-February,6-Friday,00:55,0000 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,WEST BRDWAY,Collision with fixed object:  Concrete traffic barrier (median or right side),On Roadway,Non-collision (single vehicle),Traveling wrong way or on wrong side of road,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1700,1,1,Southbound (SB),POINT (-95.862110350623 41.261816087788)
20251467600,20250003314,02/07/2025,02-February,6-Friday,15:54,1500 Hours,District 1 (Central),DES MOINES,POLK,77,27TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Unpaved,,Possible/Unknown,0,1,0,0,1,0,3000,2,4,Northbound (NB),POINT (-93.654000671462 41.628275836516)
20251467891,25-001444,02/07/2025,02-February,6-Friday,07:54,0700 Hours,District 4 (Southwest),,CASS,IA-83,690TH ST AND IA 83 E,Collision with:  Railway vehicle/train,On Roadway,Broadside (front to side),Disregarded RR Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Railroad grade crossing,Paved,,Minor Injury,0,2,0,1,1,0,9250,2,4,Southbound (SB),POINT (-94.87236642784 41.407746342179)
20251468042,SO2500539,02/07/2025,02-February,6-Friday,19:11,1900 Hours,District 5 (Southeast),,JEFFERSON,US 34,US 34 W,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Westbound (WB),POINT (-91.790734743618 40.992926674253)
20251467961,25-000738,02/07/2025,02-February,6-Friday,16:36,1600 Hours,District 4 (Southwest),PERRY,DALLAS,IA-141,IA 141 W,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,7000,2,2,Westbound (WB),POINT (-94.105691472791 41.83049106675)
20251469621,25010831,02/07/2025,02-February,6-Friday,22:55,2200 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,77,2208  W 4TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,1,Southbound (SB),POINT (-92.472518984268 42.534925773643)
20251467915,OCFS2503432,02/07/2025,02-February,6-Friday,18:39,1800 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,77,WEST WILLIAMS ST AND SOUTH FERRY ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,11500,2,4,Northbound (NB),POINT (-92.433662592012 40.998545182252)
20251467826,25000425,02/07/2025,02-February,6-Friday,11:24,1100 Hours,District 1 (Central),AMES,STORY,US 69,US 69 N,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,4,Northbound (NB),POINT (-93.610301997803 42.013722888039)
20251468632,25010726,02/07/2025,02-February,6-Friday,16:38,1600 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,77,OLIVE ST/SEERLEY BLVD,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,2,Northbound (NB),POINT (-92.454707226543 42.516326469475)
20251468221,SO25-00136,02/07/2025,02-February,6-Friday,21:28,2100 Hours,District 1 (Central),,MARSHALL,IA-14,REED AVE / 2900 MILE,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,10000,1,2,Northbound (NB),POINT (-92.91688031082 41.93292186209)
20251468207,250001229,02/07/2025,02-February,6-Friday,17:45,1700 Hours,District 5 (Southeast),CENTERVILLE,APPANOOSE,77,SOUTH DRAKE AVE AND IA 2 E,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),FTYROW:  From stop sign,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,2,Northbound (NB),POINT (-92.872679745717 40.732522431973)
20251467794,202501692,02/07/2025,02-February,6-Friday,07:45,0700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,1800 BLOCK 42ND ST NE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Possible/Unknown,0,1,0,0,1,0,11500,2,2,Southbound (SB),POINT (-91.665680988873 42.021486458314)
20251467579,25001452,02/07/2025,02-February,6-Friday,11:09,1100 Hours,District 2 (Northeast),,CHICKASAW,US 18,RAMP US 63 N TO US 18 E,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Driver Distraction:  Other electronic device activity,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Interchange-related:  Off-ramp,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Westbound (WB),POINT (-92.316814461399 42.967237575854)
20251467670,25000109,02/07/2025,02-February,6-Friday,21:24,2100 Hours,District 1 (Central),AMES,STORY,77,CENTER DR,Collision with:  Parked motor vehicle,Other (explain in narrative),"Sideswipe, opposite direction",Driver Distraction:  Other interior distraction,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-93.633778693406 42.019657094525)
20251467635,25-000228,02/07/2025,02-February,6-Friday,18:03,1800 Hours,District 1 (Central),ALTOONA,POLK,77,PRAIRIE MEADOWS DRIVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,7000,2,3,,POINT (-93.493181991171 41.653577852296)
20251467901,25-3815,02/07/2025,02-February,6-Friday,13:07,1300 Hours,District 1 (Central),PRAIRIE CITY,JASPER,77,SOUTH MARSHALL ST,Collision with:  Parked motor vehicle,Outside trafficway,Rear to side,Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Alley,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,2,Northbound (NB),POINT (-93.235130176567 41.598028044386)
20251467597,20250003293,02/07/2025,02-February,6-Friday,13:42,1300 Hours,District 1 (Central),DES MOINES,POLK,77,"3RD ST AND RAMP I 235 E TO 3RD ST, N AND SCHOOL ST",Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,17000,2,3,Southbound (SB),POINT (-93.62153356463 41.595192323071)
20251468334,25010760,02/07/2025,02-February,6-Friday,18:30,1800 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,US 218,"RAMP LONE TREE RD, E TO E TO STATE OF IOWA, US 218 N",Collision with:  Animal,On Roadway,Other (explain in narrative),Animal,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,,Property Damage Only,0,0,0,0,0,0,5800,2,2,Northbound (NB),POINT (-92.426624298049 42.565405969239)
20251467551,20250003280,02/07/2025,02-February,6-Friday,11:12,1100 Hours,District 1 (Central),DES MOINES,POLK,77,MLK JR PARKWAY MEASURING 281 FEET NORTH FROM INGERSOLL AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,4,Eastbound (EB),POINT (-93.644844687251 41.586480033757)
20251467882,25003654,02/07/2025,02-February,6-Friday,11:37,1100 Hours,District 5 (Southeast),KEOKUK,LEE,US 136,500 BLOCK OF MAIN ST,Collision with:  Parked motor vehicle,Roadside,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,7000,2,2,Southbound (SB),POINT (-91.383794660824 40.396254581812)
20251467577,25-000868,02/07/2025,02-February,6-Friday,10:54,1000 Hours,District 2 (Northeast),OELWEIN,FAYETTE,77,8TH AVE SE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,3,Northbound (NB),POINT (-91.902692083803 42.67233655165)
20251468233,2025-8741,02/07/2025,02-February,6-Friday,07:52,0700 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,MIDDLE RD,Non-collision events:  Overturn/rollover,Roadside,Non-collision (single vehicle),Driver Distraction:  Reaching for object(s)/fallen object(s),None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8300,1,1,Southbound (SB),POINT (-90.530529597149 41.536462795621)
20251467561,202500001485,02/07/2025,02-February,6-Friday,07:25,0700 Hours,District 6 (East Central),MARION,LINN,77,BLAIRS FERRY RD/LINDALE DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,18000,2,2,Southbound (SB),POINT (-91.623933884508 42.032314476793)
20251468018,25-01448,02/07/2025,02-February,6-Friday,18:40,1800 Hours,District 6 (East Central),MONTICELLO,JONES,77,SOUTH MAPLE ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Driver Distraction:  Manual operation of an electronic communication device,None Indicated,None apparent,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,23000,2,1,Northbound (NB),POINT (-91.186765932578 42.233476602953)
20251467818,25-000139,02/07/2025,02-February,6-Friday,21:26,2100 Hours,District 1 (Central),,STORY,77,320TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,2,0,0,3000,2,2,Southbound (SB),POINT (-93.67857931605 41.892451984644)
20251467581,25-001314,02/07/2025,02-February,6-Friday,14:00,1400 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,23RD AVE AND 24TH ST,Collision with fixed object:  Utility pole/light support,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,1,1,Southbound (SB),POINT (-95.879469613464 41.239110201485)
20251467627,P25-02245,02/07/2025,02-February,6-Friday,22:41,2200 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,77,FRONT ST,Collision with:  Vehicle in traffic,In parking lane/zone,Head-on (front to front),Aggressive driving/road rage,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,Northbound (NB),POINT (-91.098959551769 40.813319997232)
20251467942,25-001280,02/07/2025,02-February,6-Friday,15:30,1500 Hours,District 3 (Northwest),LE MARS,PLYMOUTH,77,4TH ST SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,2,0,0,2,0,10000,2,2,Southbound (SB),POINT (-96.176593067446 42.78817009855)
20251467956,2025003403,02/07/2025,02-February,6-Friday,12:30,1200 Hours,District 1 (Central),,WEBSTER,77,P59/D14,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,3500,2,3,Northbound (NB),POINT (-94.148736303178 42.544376691779)
20251469271,25-000547,02/07/2025,02-February,6-Friday,08:05,0800 Hours,District 1 (Central),ANKENY,POLK,77,SW WALNUT ST & SW MAGAZINE RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2800,2,2,Northbound (NB),POINT (-93.606552180974 41.71735523231)
20251467650,FD25-0335,02/07/2025,02-February,6-Friday,04:30,0400 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,2200 N 25TH ST,Non-collision events:  Overturn/rollover,Other (explain in narrative),Non-collision (single vehicle),Over correcting/over steering,None Indicated,None apparent,Dark - roadway not lighted,Gravel,Clear,None apparent,Non-intersection:  Alley,Paved,,Possible/Unknown,0,1,0,0,1,0,5000,1,1,Northbound (NB),POINT (-94.162677460194 42.532366618004)
20251467802,25SC03415,02/07/2025,02-February,6-Friday,12:00,1200 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,JENNINGS ST,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,1500,2,1,Northbound (NB),POINT (-96.399353606713 42.521371306982)
20251467543,25SC03394,02/07/2025,02-February,6-Friday,10:05,1000 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,OEHLERKING DR AND SEABOARD TRIUMPH PARKWAY AND BLVD OF CHAMPIONS,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Improper Backing,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5200,2,2,Northbound (NB),POINT (-96.383452758736 42.421838185754)
20251467521,2025-8745,02/07/2025,02-February,6-Friday,08:08,0800 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST LOCUST ST AND WISCONSIN AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Aggressive driving/road rage,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,2,Southbound (SB),POINT (-90.649258468489 41.538132947178)
20251467666,25-003706,02/07/2025,02-February,6-Friday,22:55,2200 Hours,District 5 (Southeast),,LEE,US 61,US 61 N 3200 BLK,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,Northbound (NB),POINT (-91.443911873473 40.488723676929)
20251467817,25-000137,02/07/2025,02-February,6-Friday,19:24,1900 Hours,District 1 (Central),,STORY,I-35,I 35 S,Collision with fixed object:  Cable barrier,Shoulder,Non-collision (single vehicle),Driver Distraction:  Passenger,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1506,1,3,Eastbound (EB),POINT (-93.570084103631 41.956818552512)
20251467508,25-010581,02/07/2025,02-February,6-Friday,06:34,0600 Hours,District 2 (Northeast),,BLACK HAWK,IA-281,IA 281 E,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,1,1,Southbound (SB),POINT (-92.16061529649 42.603814253391)
20251467607,2025001144,02/07/2025,02-February,6-Friday,16:13,1600 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,SUMMIT ST AND WASHINGTON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1600,2,2,Northbound (NB),POINT (-91.521189260736 41.659992588503)
20251467599,20250003308,02/07/2025,02-February,6-Friday,14:00,1400 Hours,District 1 (Central),DES MOINES,POLK,77,2847 UNIVERSITY,Collision with:  Parked motor vehicle,In parking lane/zone,Unknown,Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Possible/Unknown,0,1,0,0,0,1,1500,2,1,,POINT (-93.656269438577 41.601025123902)
20251467626,2507858,02/07/2025,02-February,6-Friday,18:52,1800 Hours,District 6 (East Central),,CLINTON,US 30,US 30 E MEASURING 2129 FEET WEST FROM DAVENPORT ST,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,2,Southbound (SB),POINT (-90.770087275773 41.829320732521)
20251467676,25010735,02/07/2025,02-February,6-Friday,17:09,1700 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,IA-27,SB 58 AT RIDGEWAY,Collision with:  Vehicle in traffic,On Roadway,Rear to side,Lost Control,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,2,Eastbound (EB),POINT (-92.445915680759 42.469706027497)
20251467844,25003788,02/07/2025,02-February,6-Friday,05:00,0500 Hours,District 1 (Central),,JASPER,US 6,US 6 E,Non-collision events:  Overturn/rollover,Roadside,Non-collision (single vehicle),"Driver Distraction:  Adjusting devices (radio, climate)",None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,15000,1,1,Southbound (SB),POINT (-92.868678343116 41.704028245179)
20251467829,25001014,02/07/2025,02-February,6-Friday,06:00,0600 Hours,District 6 (East Central),,DELAWARE,US 20,US 20 W,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8500,1,1,Westbound (WB),POINT (-91.245506901059 42.470799456935)
20251467477,25-001325A,02/07/2025,02-February,6-Friday,00:30,0000 Hours,District 2 (Northeast),,FLOYD,77,ECLIPSE AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),"Operating vehicle in an reckless, erratic, careless, negligent manner",Alcohol (Statutory),None apparent,Dark - roadway not lighted,Gravel,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Northbound (NB),POINT (-92.935071233052 43.095886824434)
20251467615,W25-010753,02/07/2025,02-February,6-Friday,18:05,1800 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,US 218,HAWTHORNE AVE AND US 218 N,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,0,1,2,Northbound (NB),POINT (-92.323633870063 42.48136967036)
20251467904,25000972,02/07/2025,02-February,6-Friday,13:38,1300 Hours,District 5 (Southeast),,CLARKE,I-35,I 35 S,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,3,Eastbound (EB),POINT (-93.781929819345 41.05608908561)
20251468996,25SO-0212,02/07/2025,02-February,6-Friday,18:13,1800 Hours,District 1 (Central),,HUMBOLDT,77,270TH ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,20000,1,1,Southbound (SB),POINT (-94.227874424789 42.659205124111)
20251467790,PDI20250095,02/07/2025,02-February,6-Friday,06:48,0600 Hours,District 1 (Central),GRINNELL,POWESHIEK,77,INDUSTRIAL AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dawn,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Southbound (SB),POINT (-92.727044978755 41.720919651151)
20251468163,25000430,02/07/2025,02-February,6-Friday,18:45,1800 Hours,District 1 (Central),AMES,STORY,77,LINCOLN WAY,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Southbound (SB),POINT (-93.5501173621 42.023105751339)
20251468012,25-000546,02/07/2025,02-February,6-Friday,07:23,0700 Hours,District 1 (Central),ANKENY,POLK,77,SW STATE ST AND SW PRAIRIE TRAIL PARKWAY,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Dawn,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,2,Southbound (SB),POINT (-93.622239832683 41.709822519927)
20251467747,25002473,02/07/2025,02-February,6-Friday,20:23,2000 Hours,District 5 (Southeast),OSKALOOSA,MAHASKA,US 63,US 63 N AND IA 92 E,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,Visual obstruction,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,3,Northbound (NB),POINT (-92.645095513886 41.296230136992)
20251467668,25-000555,02/07/2025,02-February,6-Friday,15:56,1500 Hours,District 1 (Central),ANKENY,POLK,US 69,1600 N ANKENY BLVD,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,3,Eastbound (EB),POINT (-93.600406716284 41.744210453667)
20251467593,,02/07/2025,02-February,6-Friday,21:30,2100 Hours,District 6 (East Central),DAVENPORT,SCOTT,US 6,US 6 E,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,,Dark - roadway lighted,Dry,Clear,,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,1,Southbound (SB),POINT (-90.600765781705 41.55997116167)
20251468525,202501710,02/07/2025,02-February,6-Friday,14:26,1400 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,400BLK 27TH ST NE,Collision with fixed object:  Curb/island/raised median,Outside trafficway,Non-collision (single vehicle),Exceeded authorized speed,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,13200,1,1,Southbound (SB),POINT (-91.640507633515 42.00399784236)
20251467831,25WC00865,02/07/2025,02-February,6-Friday,20:25,2000 Hours,District 3 (Northwest),,WOODBURY,77,320TH ST,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,"Shoulders (none, low, soft, high)",Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Southbound (SB),POINT (-96.224479219835 42.24324052856)
20251467580,2025003342,02/07/2025,02-February,6-Friday,07:27,0700 Hours,District 6 (East Central),,SCOTT,I-80,I 80 WB 287 MM,Collision with:  Struck/struck by object/cargo/person from other vehicle,On Roadway,Other (explain in narrative),Ran off road - left,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,20000,2,2,Westbound (WB),POINT (-90.731953834182 41.606118286084)
20251467922,SO2500530,02/07/2025,02-February,6-Friday,00:40,0000 Hours,District 5 (Southeast),,JEFFERSON,US 34,US 34 E,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,7000,1,1,Southbound (SB),POINT (-92.026653532079 41.013320546101)
20251467544,25SC03397,02/07/2025,02-February,6-Friday,10:26,1000 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,SERGEANT RD AND S LAKEPORT,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-96.346468453735 42.447372511523)
20251468214,C25000531,02/07/2025,02-February,6-Friday,15:20,1500 Hours,District 6 (East Central),CORALVILLE,JOHNSON,US 6,10 BLOCK 2ND ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1800,2,4,Southbound (SB),POINT (-91.562514124579 41.667704421389)
