Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014815483,,08/11/2014,08-August,2-Monday,19:55,1900 Hours,District 3 (Northwest),LAKE VIEW,SAC,,3RD ST & MCCLURE ST,Collision with:  Parked motor vehicle,On Roadway,Broadside (front to side),Unknown,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,1,,POINT (-95.049355686995 42.305867713749)
2014812081,2014-56019,08/11/2014,08-August,2-Monday,14:02,1400 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/HARRISON ST & W 5TH ST,Collision with fixed object:  Bridge overhead structure,On Roadway,Non-collision (single vehicle),Driver Distraction:  Manual operation of an electronic communication device,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,1600,1,1,,POINT (-90.577011080855 41.524672003176)
2014812082,2014-56040,08/11/2014,08-August,2-Monday,16:42,1600 Hours,District 6 (East Central),DAVENPORT,SCOTT,I-280,I-280 & IA 22/ROCKINGHAM RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Interchange-related:  Off-ramp,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-90.649387872332 41.492850908839)
2014811885,20140023347,08/11/2014,08-August,2-Monday,16:23,1600 Hours,District 1 (Central),DES MOINES,POLK,,MADISON AVE,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,9000,1,2,,POINT (-93.652023012307 41.634547061885)
2014811851,1408112421,08/11/2014,08-August,2-Monday,11:45,1100 Hours,District 6 (East Central),,CLINTON,,Co Rd E63/190 ST,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,1,1,0,0,0,2500,1,1,,POINT (-90.743871139796 41.901983136531)
2014812095,14-2470,08/11/2014,08-August,2-Monday,21:30,2100 Hours,District 1 (Central),FORT DODGE,WEBSTER,,N 7TH ST,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,,Unknown,Dry,Unknown,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,16000,2,1,,POINT (-94.193499167857 42.518451165219)
2014816596,1400000702,08/11/2014,08-August,2-Monday,20:40,2000 Hours,District 1 (Central),,MARSHALL,IA 14,IA 14/SANFORD AVE,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3500,1,1,,POINT (-92.90682429195 42.087585350287)
2014812340,2014046906,08/11/2014,08-August,2-Monday,18:15,1800 Hours,District 1 (Central),,POLK,I-35,I-35,Collision with fixed object:  Concrete traffic barrier (median or right side),On Roadway,Non-collision (single vehicle),Over correcting/over steering,Refused,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,12000,1,2,,POINT (-93.677722872814 41.651223777389)
2014813020,,08/12/2014,08-August,3-Tuesday,13:00,1300 Hours,District 6 (East Central),CLINTON,CLINTON,,,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,,Daylight,Dry,Cloudy,,Non-intersection:  Other non-intersection (explain in narrative),,,Possible/Unknown,0,1,0,0,1,0,2900,2,4,,POINT (-96.643700149993 40.233091251414)
2014812001,02-14-12025,08/12/2014,08-August,3-Tuesday,18:04,1800 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,US 61,US 61,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Ran off road - left,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,32000,2,2,,POINT (-90.694144960844 42.401504320264)
2014813220,14-1184,08/12/2014,08-August,3-Tuesday,14:08,1400 Hours,District 3 (Northwest),ORLEANS,DICKINSON,,140TH ST & 253RD AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,,POINT (-95.090970554836 43.446640753842)
2014811986,W14-081010,08/12/2014,08-August,3-Tuesday,16:10,1600 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,DAWSON ST & BROADWAY ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,2,0,0,2,0,10000,2,2,,POINT (-92.345144485009 42.514050675749)
2014813013,,08/12/2014,08-August,3-Tuesday,07:45,0700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,SCOTTY DR SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,,Daylight,Dry,Clear,,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,2,2,,POINT (-91.71969713054 41.957570592061)
2014812314,2014-17269,08/12/2014,08-August,3-Tuesday,13:32,1300 Hours,District 5 (Southeast),,WARREN,IA 92,IA 92/IOWA 92 & Co Rd R57/HWY R57,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,5,,POINT (-93.645164614155 41.35537464562)
2014812963,2014047163,08/12/2014,08-August,3-Tuesday,16:45,1600 Hours,District 1 (Central),CLIVE,POLK,US 6,US 6/HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,2,,POINT (-93.776471177752 41.6148947778)
2014812277,14-010050,08/12/2014,08-August,3-Tuesday,06:23,0600 Hours,District 2 (Northeast),,FAYETTE,US 18,US 18/HARDING RD,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dawn,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,1,1,,POINT (-91.692628720902 42.989202895322)
2014812694,2014-17293,08/12/2014,08-August,3-Tuesday,17:54,1700 Hours,District 5 (Southeast),INDIANOLA,WARREN,,W CLINTON AVE & N G ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,3,,POINT (-93.572766150507 41.363495285213)
2014812674,2014-56338,08/12/2014,08-August,3-Tuesday,20:30,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,,W 4TH ST & N DIVISION ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,2,,POINT (-90.601193965728 41.523432008422)
2014812400,14-0967,08/12/2014,08-August,3-Tuesday,16:20,1600 Hours,District 1 (Central),CLIVE,POLK,US 6,US 6/HICKMAN RD & NW 108TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,2,,POINT (-93.765416050063 41.614824803372)
2014812087,2014-56213,08/12/2014,08-August,3-Tuesday,08:28,0800 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/HARRISON ST & W 3RD ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-90.577035184698 41.522420904313)
2014812342,2014047185,08/12/2014,08-August,3-Tuesday,20:00,2000 Hours,District 4 (Southwest),,POTTAWATTAMIE,I-680,I-680,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,,POINT (-95.671225447665 41.498213034984)
2014812737,14-007326,08/12/2014,08-August,3-Tuesday,21:49,2100 Hours,District 6 (East Central),INDEPENDENCE,BUCHANAN,IA 150,IA 150/1ST ST E/5TH AVE NE & 5TH AVE SE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Swerving/Evasive Action,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,,POINT (-91.889359818565 42.468717014393)
2014814099,2014008616,08/12/2014,08-August,3-Tuesday,05:23,0500 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,N 1ST AVE,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Over correcting/over steering,None Indicated,,Dawn,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,2650,1,1,,POINT (-91.50148852561 41.675679464107)
2014812089,2014-56239,08/12/2014,08-August,3-Tuesday,12:51,1200 Hours,District 6 (East Central),DAVENPORT,SCOTT,,E 53RD ST & TREMONT AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,2,,POINT (-90.560822513385 41.574648245564)
2014812341,2014047164,08/12/2014,08-August,3-Tuesday,15:50,1500 Hours,District 4 (Southwest),,ADAIR,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driver Distraction:  Inattentive/lost in thought,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1800,2,4,,POINT (-94.55378897631 41.496743401974)
2014812155,081214172,08/12/2014,08-August,3-Tuesday,15:10,1500 Hours,District 5 (Southeast),OSCEOLA,CLARKE,,E WEBSTER ST & N PARK ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,5,,POINT (-93.763791195973 41.036320952701)
2014812962,2014047052,08/12/2014,08-August,3-Tuesday,09:44,0900 Hours,District 3 (Northwest),,WOODBURY,I-29,I-29,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),FTYROW:  Other (explain in narrative),None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Property Damage Only,0,0,0,0,0,0,7500,2,3,,POINT (-96.314792455243 42.326694762242)
2014816014,2014047063,08/12/2014,08-August,3-Tuesday,10:18,1000 Hours,District 3 (Northwest),,SAC,US 71,US 71/KARR AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Fatal,1,0,0,0,0,0,140000,2,3,,POINT (-95.14842932528 42.351197659501)
2014812430,14-0914,08/12/2014,08-August,3-Tuesday,17:01,1700 Hours,District 1 (Central),PLEASANT HILL,POLK,US 65,US 65,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Other non-intersection (explain in narrative),Paved,Yes,Minor Injury,0,1,0,1,0,0,14000,2,2,,POINT (-93.511759403696 41.565288749943)
2014812952,111-2014,08/12/2014,08-August,3-Tuesday,08:16,0800 Hours,District 4 (Southwest),,HARRISON,,Co Rd L20/LOESS HILLS TRL,Collision with fixed object:  Bridge overhead structure,On Roadway,Non-collision (single vehicle),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,1600,1,1,,POINT (-95.885237272618 41.522507357072)
2014812409,20140023467,08/12/2014,08-August,3-Tuesday,16:33,1600 Hours,District 1 (Central),DES MOINES,POLK,US 69,US 69/SE 14TH ST & E MCKINLEY AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Ran Traffic Signal,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2100,2,5,,POINT (-93.596865471869 41.540639792421)
2014812220,201411831,08/12/2014,08-August,3-Tuesday,12:06,1200 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,L ST SW & 27TH AVE SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-91.671595536477 41.95142200009)
2014812219,201411825,08/12/2014,08-August,3-Tuesday,07:54,0700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,IA 100,IA 100/COLLINS RD NE/COLLINS RD SE & IA 922/1ST AVE E,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,2,,POINT (-91.621297575243 42.025735221426)
2014812189,W14-081016,08/12/2014,08-August,3-Tuesday,15:55,1500 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,W 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,3,,POINT (-92.346426742918 42.463400116787)
2014812125,14-28254,08/12/2014,08-August,3-Tuesday,12:04,1200 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,,DIVISION ST & PLANE ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Made improper turn,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,1,1,0,8000,2,4,,POINT (-91.124844452603 40.807735512003)
2014811850,14-12142,08/12/2014,08-August,3-Tuesday,12:24,1200 Hours,District 3 (Northwest),SPENCER,CLAY,US 18,US 18/S GRAND AVE & 8TH ST SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,2,0,0,1,1,7000,2,2,,POINT (-95.143945799921 43.130123463229)
2014812035,20140023478,08/12/2014,08-August,3-Tuesday,18:11,1800 Hours,District 1 (Central),DES MOINES,POLK,,PARK AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),FTYROW:  Other (explain in narrative),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,,POINT (-93.693642563066 41.555553277425)
2014812307,S14-003172,08/12/2014,08-August,3-Tuesday,16:58,1600 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,,Co Rd H10/BUNGE AVE & Co Rd L35/WABASH AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,,POINT (-95.792049296405 41.166853225994)
2014835976,2014-85477,08/12/2014,08-August,3-Tuesday,20:00,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,,ARLINGTON AVE,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Lost Control,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,1,,POINT (-90.562500135818 41.535776299268)
2014812027,14-003458,08/12/2014,08-August,3-Tuesday,20:00,2000 Hours,District 1 (Central),ANKENY,POLK,,SE SHURFINE DR & SE CORTINA DR,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dusk,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1501,1,2,,POINT (-93.591538190292 41.712218415775)
2014812639,14-1787,08/12/2014,08-August,3-Tuesday,12:44,1200 Hours,District 1 (Central),URBANDALE,POLK,,86TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Property Damage Only,0,0,0,0,0,0,6500,3,3,,POINT (-93.736481213881 41.647799878162)
2014812121,14-26187,08/12/2014,08-August,3-Tuesday,16:00,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,4TH ST & HOEVEN DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,8000,2,2,,POINT (-96.390851346972 42.49427670326)
2014812309,SA1406520,08/12/2014,08-August,3-Tuesday,14:02,1400 Hours,District 5 (Southeast),,WASHINGTON,US 218,US 218/SW RAMP CURV,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,,Daylight,"Mud, dirt",Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-91.535180202205 41.289357379122)
2014811988,W14-080933,08/12/2014,08-August,3-Tuesday,12:33,1200 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,FLETCHER AVE & W 4TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,5,,POINT (-92.364995238945 42.47952594682)
2014812050,14-001860,08/12/2014,08-August,3-Tuesday,18:30,1800 Hours,District 1 (Central),ALTOONA,POLK,,8TH ST SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,,POINT (-93.476490052641 41.644019582802)
2014812018,14119369,08/12/2014,08-August,3-Tuesday,19:48,1900 Hours,District 6 (East Central),,JOHNSON,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Reaching for object(s)/fallen object(s),None Indicated,,Dusk,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,3,,POINT (-91.723581510754 41.695158915773)
2014812218,201411823,08/12/2014,08-August,3-Tuesday,07:25,0700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,C AVE NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2800,2,2,,POINT (-91.638584168128 42.046052756594)
2014812021,071-14,08/12/2014,08-August,3-Tuesday,12:04,1200 Hours,District 5 (Southeast),CUMMING,WARREN,,Co Rd R35/10TH AVE,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Unpaved,Yes,Possible/Unknown,0,1,0,0,1,0,3000,1,1,,POINT (-93.790602555522 41.479446133345)
2014812092,14-9327,08/12/2014,08-August,3-Tuesday,12:05,1200 Hours,District 3 (Northwest),SIOUX CENTER,SIOUX,US 75,US 75,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,,POINT (-96.175845138967 43.107523507718)
2014813797,2014-16511,08/12/2014,08-August,3-Tuesday,10:03,1000 Hours,District 6 (East Central),LONG GROVE,SCOTT,,Co Rd F33/290 ST & 170 AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Major Injury,0,2,1,1,0,0,8000,2,2,,POINT (-90.566746624161 41.727745091379)
2014811836,W14-080808,08/12/2014,08-August,3-Tuesday,02:29,0200 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,LOCKE AVE & LA PORTE RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,2,,POINT (-92.322700378661 42.472034087881)
2014812824,14119386,08/12/2014,08-August,3-Tuesday,22:24,2200 Hours,District 6 (East Central),,JOHNSON,,GABLE AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,,Unknown,"Mud, dirt",Unknown,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Possible/Unknown,0,1,0,0,1,0,4000,1,3,,POINT (-91.70509293429 41.53166414428)
2014812294,1406523,08/12/2014,08-August,3-Tuesday,17:18,1700 Hours,District 5 (Southeast),WASHINGTON,WASHINGTON,IA 92,IA 92/E WASHINGTON ST & S 11TH AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,2,,POINT (-91.679885162946 41.298241942108)
2014814461,2014047096,08/12/2014,08-August,3-Tuesday,13:14,1300 Hours,District 1 (Central),MARSHALLTOWN,MARSHALL,,S 6TH ST & S 3RD ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,1500,1,3,,POINT (-92.92111732261 42.037879809069)
2014812401,14-0969,08/12/2014,08-August,3-Tuesday,17:25,1700 Hours,District 1 (Central),URBANDALE,POLK,US 6,US 6/HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,7500,2,5,,POINT (-93.786697990635 41.614951347164)
2014812053,14-033961,08/12/2014,08-August,3-Tuesday,19:21,1900 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-29,I-29,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,4,,POINT (-95.904094728554 41.270571665542)
2014812347,14-006424,08/12/2014,08-August,3-Tuesday,10:52,1000 Hours,District 5 (Southeast),COLUMBUS JUNCTION,LOUISA,,EAST ACCESS ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction","Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,4,,POINT (-91.356581180207 41.279028316432)
2014812262,2014-15409,08/12/2014,08-August,3-Tuesday,00:43,0000 Hours,District 6 (East Central),BETTENDORF,SCOTT,I-74,I-74,Collision with fixed object:  Traffic sign support,Outside trafficway,Non-collision (single vehicle),Ran off road - straight,Refused,,Dark - roadway lighted,Dry,Clear,None apparent,"Interchange-related:  Off-ramp, diverge area",Paved,,Property Damage Only,0,0,0,0,0,0,5500,1,1,,POINT (-90.516189292467 41.534379489975)
2014812310,SA1406521,08/12/2014,08-August,3-Tuesday,14:18,1400 Hours,District 5 (Southeast),,WASHINGTON,IA 1,IA 1,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Traveling wrong way or on wrong side of road,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,12500,3,5,,POINT (-91.71412055111 41.499501846027)
2014812091,2014-56359,08/12/2014,08-August,3-Tuesday,22:17,2200 Hours,District 6 (East Central),DAVENPORT,SCOTT,,E 53RD ST & ELMORE CIR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,4000,2,3,,POINT (-90.531045423282 41.57486792232)
2014812475,,08/12/2014,08-August,3-Tuesday,17:42,1700 Hours,District 4 (Southwest),TABOR,FREMONT,US 275,US 275/MAIN ST & NEW ST,Collision with:  Vehicle in traffic,On Roadway,Unknown,FTYROW:  Other (explain in narrative),None Indicated,,Daylight,Dry,,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,2,,POINT (-95.671394862673 40.899233123635)
2014813189,AC-14-0048,08/12/2014,08-August,3-Tuesday,14:10,1400 Hours,District 6 (East Central),MONTICELLO,JONES,IA 38,IA 38/S MAIN ST & E GRAND ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Minor Injury,0,1,0,1,0,0,2000,1,1,,POINT (-91.184532098227 42.236998566638)
